asin,name,date,rating,review,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-06-22,5,"I tried many other tea brands over the years, however, I have to wait for those tea to finish to get back to getting this Tea. There is no match for this tea. I've been using this since childhood.",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2016-01-13,5,"Tasted Society Tea Regular Tea first time at my friends's home in Mumbai and found it very good. could not find it locally and hence as soon as I found it on Amazon, placed the maximum no.pouches allowed to an individual buyer.",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-09-21,5,"One of the best tea I've ever tasted , my family in Mumbai has been using this for ages..Best thing is if Milk is hot then it will take only 2 mins to prepare....The colour, taste and aroma is just mesmerizing..",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-09-11,5,"Taste is a matter of preference. Personally speaking, quite liked the taste and flavour of the brand",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-06-12,5,Have been using society since many yearsAlways the same taste and flavour,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-07-26,4,It is good for tea lovers who like their tea strong and straight.,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2017-08-03,5,OK Product,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-08-02,5,Very tasty tea which we are using for long.,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2016-04-03,5,Tastes better than other products.delivered on time.planning to buy 1 kg pack...,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2017-03-06,5,"Of all teas which i have tested and tasted, this tea has been my companion since many decades...  with little bit of adrak, pudina leaves, and one little pinch of the powder of cardamon & sticks - but you add milk separately heating it. And see the difference...It is heavenly after a tiring day ... though am not addicted to tea... but have found this particular tea very much enjoyable... and light :-)Thanks .",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-06-22,5,"I tried many other tea brands over the years, however, I have to wait for those tea to finish to get back to getting this Tea. There is no match for this tea. I've been using this since childhood.",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2016-01-13,5,"Tasted Society Tea Regular Tea first time at my friends's home in Mumbai and found it very good. could not find it locally and hence as soon as I found it on Amazon, placed the maximum no.pouches allowed to an individual buyer.",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-09-21,5,"One of the best tea I've ever tasted , my family in Mumbai has been using this for ages..Best thing is if Milk is hot then it will take only 2 mins to prepare....The colour, taste and aroma is just mesmerizing..",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-09-11,5,"Taste is a matter of preference. Personally speaking, quite liked the taste and flavour of the brand",
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-06-12,5,Have been using society since many yearsAlways the same taste and flavour,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-07-26,4,It is good for tea lovers who like their tea strong and straight.,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2017-08-03,5,OK Product,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2020-08-02,5,Very tasty tea which we are using for long.,
B01GCESDT2,Society-Tea-Regular-250g-Pouch,2016-04-03,5,Tastes better than other products.delivered on time.planning to buy 1 kg pack...,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-02-21,1,"Earlier"" society ""tea powder is Good in quality and flavour but after ""society ""comes in society its quality degraded and amlagmation of dust in ""chaipatti "" dettered its qiality.we hope for best from ""society ""to best for society",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2019-05-20,5,"I'm a milk-tea addicted person. Although, I control it upto thrice day but sometimes it may exceed 5.Since I like milk-tea alot, I have tried many Dust-teas available in the market.I've tried and tasted Wagh-bakri, brookebond, Taj, society, maharsthra chai, maa-beti Chai & you name it.I liked the society tea alot. This tea when boiled in the water gives a nice flavor and the color which no other teas can give.The packaging was nice. I ordered for a 1kg pack directly since I already knew about the taste.From the value for money standpoint, it is a little costlier (20-30 Rs per kg)  in comparison to its other teas of its class. But you will find it worth it. Just make sure you use a correct method to prepare to get the best out of it.Method in the sense, first boil it in water and then add milk.Directly adding into milk will also give you the good taste but the colour will fade away in that case.",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2018-07-26,1,Received this product in damaged condition and it doesn’t come under returnable category. Since the seal is broken can’t use the product,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-07-17,5,We are A family of tea drinkers and found it to be the best ever had.Been faithful to Tata tea gold since it got launched but had to buy society tea when our brand was not available during lockdown and found it to be better than Tata tea gold.Where Tata tea gold has longer leaf this one looks like any other tea but once the tea is brewed the colour and taste was as strong as Tata tea gold. Not a percent less.Price was also similar to Tata tea gold. Henceforth we are going to buy whichever brand is on discount online.,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2019-11-13,3,"Tea above rs. 400 per kg should not contain dust..At the rate 400/-, why to add dust with ctc granules.. Its a 100% margin business, still the company providing sub standard ctc instead of bopsm.. I will not going yo buy it again",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2019-10-11,4,"Society tea by far is the best brand in terms of taste, colour and flavour. I'm using this brand of tea since ages, maybe more than 15 years. Infact I dont buy any other tea except Society. But this time Im not satisfied with my buy as no discounts were offered.",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2018-12-17,1,Product is fine. Package had a hole in it & tea powder leaked out.,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-02-02,2,Society Masala Tea is far better than this one. Pack within expiry but due to storage conditions discolored.,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-01-03,5,"I am using this tea for last 7 year.  Getting this product in bangalore is not easy. Sometime it will be avaialble. Happy to get this product through Amazon.Tea flavour is too good.  After having Society tea, we are not fine in having any other tea :)To get the proper flavour, boil it in water well then add milk.  Sometime i use this tea decoction for hair conditioning also. So pure.",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-03-03,5,It’s perfect and this 500 gm mini pouch i purchased to gift a friend of mine😍I had ordered one kg jar in jan and second one has just arrived yesterday...do i need to say more???Perfect taste of Chai ...!,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-02-21,1,"Earlier"" society ""tea powder is Good in quality and flavour but after ""society ""comes in society its quality degraded and amlagmation of dust in ""chaipatti "" dettered its qiality.we hope for best from ""society ""to best for society",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2019-05-20,5,"I'm a milk-tea addicted person. Although, I control it upto thrice day but sometimes it may exceed 5.Since I like milk-tea alot, I have tried many Dust-teas available in the market.I've tried and tasted Wagh-bakri, brookebond, Taj, society, maharsthra chai, maa-beti Chai & you name it.I liked the society tea alot. This tea when boiled in the water gives a nice flavor and the color which no other teas can give.The packaging was nice. I ordered for a 1kg pack directly since I already knew about the taste.From the value for money standpoint, it is a little costlier (20-30 Rs per kg)  in comparison to its other teas of its class. But you will find it worth it. Just make sure you use a correct method to prepare to get the best out of it.Method in the sense, first boil it in water and then add milk.Directly adding into milk will also give you the good taste but the colour will fade away in that case.",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2018-07-26,1,Received this product in damaged condition and it doesn’t come under returnable category. Since the seal is broken can’t use the product,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-07-17,5,We are A family of tea drinkers and found it to be the best ever had.Been faithful to Tata tea gold since it got launched but had to buy society tea when our brand was not available during lockdown and found it to be better than Tata tea gold.Where Tata tea gold has longer leaf this one looks like any other tea but once the tea is brewed the colour and taste was as strong as Tata tea gold. Not a percent less.Price was also similar to Tata tea gold. Henceforth we are going to buy whichever brand is on discount online.,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2019-11-13,3,"Tea above rs. 400 per kg should not contain dust..At the rate 400/-, why to add dust with ctc granules.. Its a 100% margin business, still the company providing sub standard ctc instead of bopsm.. I will not going yo buy it again",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2019-10-11,4,"Society tea by far is the best brand in terms of taste, colour and flavour. I'm using this brand of tea since ages, maybe more than 15 years. Infact I dont buy any other tea except Society. But this time Im not satisfied with my buy as no discounts were offered.",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2018-12-17,1,Product is fine. Package had a hole in it & tea powder leaked out.,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-02-02,2,Society Masala Tea is far better than this one. Pack within expiry but due to storage conditions discolored.,
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-01-03,5,"I am using this tea for last 7 year.  Getting this product in bangalore is not easy. Sometime it will be avaialble. Happy to get this product through Amazon.Tea flavour is too good.  After having Society tea, we are not fine in having any other tea :)To get the proper flavour, boil it in water well then add milk.  Sometime i use this tea decoction for hair conditioning also. So pure.",
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,2020-03-03,5,It’s perfect and this 500 gm mini pouch i purchased to gift a friend of mine😍I had ordered one kg jar in jan and second one has just arrived yesterday...do i need to say more???Perfect taste of Chai ...!,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2019-01-31,1,"Recently, I visited a relative in Dubai and tasted Society Masala tea for the 1st time.  I simply loved it, more so when I found real ingredients like cinnamon, cardamom, ginger etc. written on the box.  I ordered same tea in india once I got back and I am shocked to see that there are no real ingredients.  The box says there are added 'flovors' only.  How disgusting to find that what is sold in india and exported abroad is totally different.  I wish I could return the tea but unfortunately, Amazon does not accept return of food items.",
B00WMNXP82,Society-Tea-Masala-Jar-250g,2018-09-29,5,"Excellent product as its smell,taste and flavour... Every customer who have idea about tea take it without dought ...drink with milk or without milk. Thank you my Amazon and thank you seller... I am very satisfied.",
B00WMNXP82,Society-Tea-Masala-Jar-250g,2017-09-12,5,Very good one. Tastes awesome. But the product has come in a plastic water bottle which is free. The plastic is very cheap and the smell of plastic is there in the tea also. Had to empty the contents to a better container. Earlier the container the tea came was very good. This time they have changed it to a water bottle.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2018-11-23,4,The tea is good. But old stock. Packed on October 2016. Best before 12 months of packing. So it's already outdated when received.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2018-07-15,1,"The tea is great but the delivery charges ruins the whole taste and it feels iy aint orth it. 130 is MRP & 120 is Delivery charges which make it double the price, thus not worth it.",
B00WMNXP82,Society-Tea-Masala-Jar-250g,2017-10-13,5,This masla tea is best in taste and aroma.I purchased four  different  companies  masala tea to compare the taste .l found test of Society masala  over and above three companies  masala tea.Further a small quantity  of  tea leaves  require to prepare  aromic tasty tea.I am continuously  purchasing this tea now.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2019-01-04,5,When I made my first brew I got impressed by the smell only. The smell was really nice and above all masala was thoroughly mixed within the tea leaves which release it's taste and aroma when water boils. Delivery was fine and instead of box I got a very beautiful sipper which made my day.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2020-07-16,1,The which has been sent looks like it's a fake product as there are lumps in it ... plus there a foul smell coming out of it please take it back and refund my money,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2017-03-29,3,Good but very spicy. Young people will like it but for old/children it is very strong.If mixed with normal tea then better.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2019-02-15,3,Good for the first time use. Later you get irritated due to the spices. May be they should have added more cardamom,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2019-01-31,1,"Recently, I visited a relative in Dubai and tasted Society Masala tea for the 1st time.  I simply loved it, more so when I found real ingredients like cinnamon, cardamom, ginger etc. written on the box.  I ordered same tea in india once I got back and I am shocked to see that there are no real ingredients.  The box says there are added 'flovors' only.  How disgusting to find that what is sold in india and exported abroad is totally different.  I wish I could return the tea but unfortunately, Amazon does not accept return of food items.",
B00WMNXP82,Society-Tea-Masala-Jar-250g,2018-09-29,5,"Excellent product as its smell,taste and flavour... Every customer who have idea about tea take it without dought ...drink with milk or without milk. Thank you my Amazon and thank you seller... I am very satisfied.",
B00WMNXP82,Society-Tea-Masala-Jar-250g,2017-09-12,5,Very good one. Tastes awesome. But the product has come in a plastic water bottle which is free. The plastic is very cheap and the smell of plastic is there in the tea also. Had to empty the contents to a better container. Earlier the container the tea came was very good. This time they have changed it to a water bottle.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2018-11-23,4,The tea is good. But old stock. Packed on October 2016. Best before 12 months of packing. So it's already outdated when received.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2018-07-15,1,"The tea is great but the delivery charges ruins the whole taste and it feels iy aint orth it. 130 is MRP & 120 is Delivery charges which make it double the price, thus not worth it.",
B00WMNXP82,Society-Tea-Masala-Jar-250g,2017-10-13,5,This masla tea is best in taste and aroma.I purchased four  different  companies  masala tea to compare the taste .l found test of Society masala  over and above three companies  masala tea.Further a small quantity  of  tea leaves  require to prepare  aromic tasty tea.I am continuously  purchasing this tea now.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2019-01-04,5,When I made my first brew I got impressed by the smell only. The smell was really nice and above all masala was thoroughly mixed within the tea leaves which release it's taste and aroma when water boils. Delivery was fine and instead of box I got a very beautiful sipper which made my day.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2020-07-16,1,The which has been sent looks like it's a fake product as there are lumps in it ... plus there a foul smell coming out of it please take it back and refund my money,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2017-03-29,3,Good but very spicy. Young people will like it but for old/children it is very strong.If mixed with normal tea then better.,
B00WMNXP82,Society-Tea-Masala-Jar-250g,2019-02-15,3,Good for the first time use. Later you get irritated due to the spices. May be they should have added more cardamom,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2019-01-31,1,"Recently, I visited a relative in Dubai and tasted Society Masala tea for the 1st time.  I simply loved it, more so when I found real ingredients like cinnamon, cardamom, ginger etc. written on the box.  I ordered same tea in india once I got back and I am shocked to see that there are no real ingredients.  The box says there are added 'flovors' only.  How disgusting to find that what is sold in india and exported abroad is totally different.  I wish I could return the tea but unfortunately, Amazon does not accept return of food items.",
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2018-09-29,5,"Excellent product as its smell,taste and flavour... Every customer who have idea about tea take it without dought ...drink with milk or without milk. Thank you my Amazon and thank you seller... I am very satisfied.",
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2017-09-12,5,Very good one. Tastes awesome. But the product has come in a plastic water bottle which is free. The plastic is very cheap and the smell of plastic is there in the tea also. Had to empty the contents to a better container. Earlier the container the tea came was very good. This time they have changed it to a water bottle.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2018-11-23,4,The tea is good. But old stock. Packed on October 2016. Best before 12 months of packing. So it's already outdated when received.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2018-07-15,1,"The tea is great but the delivery charges ruins the whole taste and it feels iy aint orth it. 130 is MRP & 120 is Delivery charges which make it double the price, thus not worth it.",
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2017-10-13,5,This masla tea is best in taste and aroma.I purchased four  different  companies  masala tea to compare the taste .l found test of Society masala  over and above three companies  masala tea.Further a small quantity  of  tea leaves  require to prepare  aromic tasty tea.I am continuously  purchasing this tea now.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2019-01-04,5,When I made my first brew I got impressed by the smell only. The smell was really nice and above all masala was thoroughly mixed within the tea leaves which release it's taste and aroma when water boils. Delivery was fine and instead of box I got a very beautiful sipper which made my day.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2020-07-16,1,The which has been sent looks like it's a fake product as there are lumps in it ... plus there a foul smell coming out of it please take it back and refund my money,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2017-03-29,3,Good but very spicy. Young people will like it but for old/children it is very strong.If mixed with normal tea then better.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2019-02-15,3,Good for the first time use. Later you get irritated due to the spices. May be they should have added more cardamom,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2019-01-31,1,"Recently, I visited a relative in Dubai and tasted Society Masala tea for the 1st time.  I simply loved it, more so when I found real ingredients like cinnamon, cardamom, ginger etc. written on the box.  I ordered same tea in india once I got back and I am shocked to see that there are no real ingredients.  The box says there are added 'flovors' only.  How disgusting to find that what is sold in india and exported abroad is totally different.  I wish I could return the tea but unfortunately, Amazon does not accept return of food items.",
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2018-09-29,5,"Excellent product as its smell,taste and flavour... Every customer who have idea about tea take it without dought ...drink with milk or without milk. Thank you my Amazon and thank you seller... I am very satisfied.",
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2017-09-12,5,Very good one. Tastes awesome. But the product has come in a plastic water bottle which is free. The plastic is very cheap and the smell of plastic is there in the tea also. Had to empty the contents to a better container. Earlier the container the tea came was very good. This time they have changed it to a water bottle.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2018-11-23,4,The tea is good. But old stock. Packed on October 2016. Best before 12 months of packing. So it's already outdated when received.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2018-07-15,1,"The tea is great but the delivery charges ruins the whole taste and it feels iy aint orth it. 130 is MRP & 120 is Delivery charges which make it double the price, thus not worth it.",
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2017-10-13,5,This masla tea is best in taste and aroma.I purchased four  different  companies  masala tea to compare the taste .l found test of Society masala  over and above three companies  masala tea.Further a small quantity  of  tea leaves  require to prepare  aromic tasty tea.I am continuously  purchasing this tea now.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2019-01-04,5,When I made my first brew I got impressed by the smell only. The smell was really nice and above all masala was thoroughly mixed within the tea leaves which release it's taste and aroma when water boils. Delivery was fine and instead of box I got a very beautiful sipper which made my day.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2020-07-16,1,The which has been sent looks like it's a fake product as there are lumps in it ... plus there a foul smell coming out of it please take it back and refund my money,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2017-03-29,3,Good but very spicy. Young people will like it but for old/children it is very strong.If mixed with normal tea then better.,
B00N8QUNQY,Society-Tea-Masala-Jar-250g,2019-02-15,3,Good for the first time use. Later you get irritated due to the spices. May be they should have added more cardamom,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-11-29,5,"When you need just one cup of tea and are too lazy to go through the whole rigmarole, this product is a lifesaver!Just heat water (optionally, add some milk for a richer taste) in a cup in the microwave, then drop in a heaped scoop of this premix. Voila, your tea is ready - no utensils to wash, no gas needed, no tea leaves to throw and no tea filter to clean.Decent in taste, full marks for convenience, this is a must-have in my kitchen.",
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-12-24,3,There are ten sachets in the pack along with measuring cup for 100ml water. You can make one cup tea per sachet. Taste is individual's preference. But I found tea made from Girnar's sachets more tasty.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-10,5,This is perfect for travellers and lazy people only thing u need to do is take hot water mix powder and awesome masala tea is ready(make sure u follow instructions and mix it in right proportion as instructed).It's a must if u are travelling and u can't live without good tea.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-28,1,"I didn't like the taste of it. Too sweet and while I do like sweets, not in my tea. I bought it because I couldn't get my regular one and that this was from Society, and yet I discarded it after just trying it once. So you can imagine how much I hated it. But to each his own. You might like it, who knows. As for me I am never ordering it again.",
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-08-30,1,Nothing special.  Need to mix in a lot of the powder to get a decent tasting cup of tea.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-30,5,This instant tea is really good. The only thing you need to do is add 1 tsp of milk powder to 1 scoop of tea along with 100 ml hot water. Tastes great and is super refreshing! A must buy!,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-06-18,5,My favorite premixed Masala Tea... I only wish the policy of limited quantities of this product per customer is removed.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-05,5,Tried many premixed massala tea earlier.. didn't like them.. This time orded it with doubts.. but really amazed with the product..  It's really my choice of massala tea...,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-07-03,5,We are regularly using this tea..Best option for early morning busy routines..Just pour hot or warm water and your tea is ready..Purchased several times now..,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-08-07,5,Best instant teaoutstanding taste masala tea😋,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-11-29,5,"When you need just one cup of tea and are too lazy to go through the whole rigmarole, this product is a lifesaver!Just heat water (optionally, add some milk for a richer taste) in a cup in the microwave, then drop in a heaped scoop of this premix. Voila, your tea is ready - no utensils to wash, no gas needed, no tea leaves to throw and no tea filter to clean.Decent in taste, full marks for convenience, this is a must-have in my kitchen.",
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-12-24,3,There are ten sachets in the pack along with measuring cup for 100ml water. You can make one cup tea per sachet. Taste is individual's preference. But I found tea made from Girnar's sachets more tasty.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-10,5,This is perfect for travellers and lazy people only thing u need to do is take hot water mix powder and awesome masala tea is ready(make sure u follow instructions and mix it in right proportion as instructed).It's a must if u are travelling and u can't live without good tea.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-28,1,"I didn't like the taste of it. Too sweet and while I do like sweets, not in my tea. I bought it because I couldn't get my regular one and that this was from Society, and yet I discarded it after just trying it once. So you can imagine how much I hated it. But to each his own. You might like it, who knows. As for me I am never ordering it again.",
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-08-30,1,Nothing special.  Need to mix in a lot of the powder to get a decent tasting cup of tea.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-30,5,This instant tea is really good. The only thing you need to do is add 1 tsp of milk powder to 1 scoop of tea along with 100 ml hot water. Tastes great and is super refreshing! A must buy!,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2018-06-18,5,My favorite premixed Masala Tea... I only wish the policy of limited quantities of this product per customer is removed.,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-06-05,5,Tried many premixed massala tea earlier.. didn't like them.. This time orded it with doubts.. but really amazed with the product..  It's really my choice of massala tea...,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-07-03,5,We are regularly using this tea..Best option for early morning busy routines..Just pour hot or warm water and your tea is ready..Purchased several times now..,
B0719RVB2X,Society-Tea-Minute-Masala-500g,2020-08-07,5,Best instant teaoutstanding taste masala tea😋,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-09-07,4,"The flavour and aroma are amazing but simply mixing water gives a very thin consistency. I mix a spoon of milk powder to get the thickness of milk so that it feels like real tea. It's also cheaper, even for a wholesale pack, compared to other companies.",
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-09-02,1,waste of moneyi don't like 😞i think is old stock,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-04-23,1,The packet was torn... Strange flavour. Not like the original.,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-06-02,4,I THINK THIS PRODUCT IS NOT ORIGINAL.FLAVOUR WAS SO DIFFRENT.,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-09-21,5,"Nice product. However, would like an option of 'Lemon Grass' flavour also, at the same price.",
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-06-13,1,Uselees teaDont know the method,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-09-07,4,"The flavour and aroma are amazing but simply mixing water gives a very thin consistency. I mix a spoon of milk powder to get the thickness of milk so that it feels like real tea. It's also cheaper, even for a wholesale pack, compared to other companies.",
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-09-02,1,waste of moneyi don't like 😞i think is old stock,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-04-23,1,The packet was torn... Strange flavour. Not like the original.,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-06-02,4,I THINK THIS PRODUCT IS NOT ORIGINAL.FLAVOUR WAS SO DIFFRENT.,
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-09-21,5,"Nice product. However, would like an option of 'Lemon Grass' flavour also, at the same price.",
B083X1P1M7,Society-Daily-Elachi-Premix-Pouch,2020-06-13,1,Uselees teaDont know the method,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2019-02-27,2,The original society tea the blue packet is better than this. It has one salty taste that make the tea horrible. No premium quality. Price has increased with deteriorated quality,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2018-12-13,4,"The tea is really good. Tastes better than wagh bakri premium tea but grain size is much smaller.Leaves a lot of dust at the bottom of the container which is a bit annoying. Every time you finish the container, a lot of tea will be wasted in the form of dust.",
B017ICN80G,Society-Tea-Premium-Packet-1000g,2018-12-08,4,We are drinking this tea since years when we are in Mumbai.Only recently started to purchase it on amazon as it is'nt available in any stores across Hyderabad.But in few packets the tea is very tiny n does not taste as strong as it should be.,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2020-01-16,3,"As the pricing was highest for this product in the company range assumed that it would be the best color and flavor.However was disspointed as the flavor is similar to the cheaper leaf tea or even some good dust variety. Also the tea leaves had some foul chemical odour coming, usually teas leaves give a fine frangance.This was prepared with full milk and not black. Not buying this again for sure.",
B017ICN80G,Society-Tea-Premium-Packet-1000g,2019-10-10,5,Great taste. Bought it for my parents as they prefer mild teas and it is great for both mild and strong teas. We add a bit more leaves to make it strong. Most teas in Kerala have a flowery taste and they are not good for masala chai. This purchase solved that issue. It's great as a black tea as well. Just don't boil it while making black tea. Boil the leaves only for masala chai.,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2020-05-11,3,"Good strong flavour, low price. But falsely advertised as ""premium Leaf"". It is very granular, almost like coffee grounds.Grains smaller than standard CTC, something like Dust Tea.",
B017ICN80G,Society-Tea-Premium-Packet-1000g,2019-03-24,5,"Very good taste. Feel the rich aroma. Very refreshing. After tasting several brands, found this tea with the premium flavor I was looking for. I will buy only this Society Premium tea moving forward.",
B017ICN80G,Society-Tea-Premium-Packet-1000g,2019-07-16,5,The flavous is awesome and packs a punch. It's on the stronger side of the spectrum so those who prefer a lighter flavour should look for something else. The delivery was fast and reacher here a good condition.,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2018-08-23,5,Excellent tea very very strong tea previous i used taj mahal tea that's a very very worst product love you society Premium tea,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2018-09-01,5,Strong tea. I prefer it this way.,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2019-02-27,2,The original society tea the blue packet is better than this. It has one salty taste that make the tea horrible. No premium quality. Price has increased with deteriorated quality,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2018-12-13,4,"The tea is really good. Tastes better than wagh bakri premium tea but grain size is much smaller.Leaves a lot of dust at the bottom of the container which is a bit annoying. Every time you finish the container, a lot of tea will be wasted in the form of dust.",
B017ICN80G,Society-Tea-Premium-Packet-1000g,2018-12-08,4,We are drinking this tea since years when we are in Mumbai.Only recently started to purchase it on amazon as it is'nt available in any stores across Hyderabad.But in few packets the tea is very tiny n does not taste as strong as it should be.,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2020-01-16,3,"As the pricing was highest for this product in the company range assumed that it would be the best color and flavor.However was disspointed as the flavor is similar to the cheaper leaf tea or even some good dust variety. Also the tea leaves had some foul chemical odour coming, usually teas leaves give a fine frangance.This was prepared with full milk and not black. Not buying this again for sure.",
B017ICN80G,Society-Tea-Premium-Packet-1000g,2019-10-10,5,Great taste. Bought it for my parents as they prefer mild teas and it is great for both mild and strong teas. We add a bit more leaves to make it strong. Most teas in Kerala have a flowery taste and they are not good for masala chai. This purchase solved that issue. It's great as a black tea as well. Just don't boil it while making black tea. Boil the leaves only for masala chai.,
B017ICN80G,Society-Tea-Premium-Packet-1000g,2020-05-11,3,"Good strong flavour, low price. But falsely advertised as ""premium Leaf"". It is very granular, almost like coffee grounds.Grains smaller than standard CTC, something like Dust Tea.",
